Exon	Cov_min_total	Cov_max_total	std_median	mean_median	median_median	mad
AP3B1_78002611	1	1160	153.317427578507	644.395833333333	644.25	134.54595
AP3B1_78015359	5	833	86.8983717732615	324.635416666667	341	74.50065
AP3B1_78020620	2	1154	120.572477816933	484.21875	513.5	90.4386
AP3B1_78034283	2	1180	126.42409350452	498.458333333333	515.5	104.15265
AP3B1_78038953	1	1081	102.2158614697	444.364583333333	445	78.5778
AP3B1_78089325	1	1044	110.512779158202	409.072916666667	431	94.1451
AP3B1_78100868	2	1046	116.142817877403	364.177083333333	351.25	88.2147
AP3B1_78110116	1	1228	117.941981751186	456.052083333333	456.75	106.37655
AP3B1_78113661	1	835	105.818063935898	414.822916666667	424.25	95.99835
AP3B1_78116059	4	1185	126.365172433222	457.802083333333	475.25	116.01345
AP3B1_78127974	4	1035	113.477448004763	443.916666666667	462.25	94.51575
AP3B1_78129030	0	1034	129.134351511316	500.239583333333	512	105.2646
AP3B1_78141052	1	1211	135.688667361555	575.395833333333	600	126.7623
AP3B1_78156191	0	1100	110.15036819089	452.697916666667	454.25	91.9212
AP3B1_78162765	3	955	98.8399867173746	435.385416666667	438.5	80.43105
AP3B1_78165520	1	1262	135.850316564365	498.5	502.5	146.40675
AP3B1_78175535	0	1328	135.71385950681	565.59375	568.5	83.0256
AP3B1_78177267	0	1093	111.781844412446	409.072916666667	430.5	93.03315
AP3B1_78181416	0	1094	117.866832971436	461.010416666667	479.25	110.08305
AP3B1_78215965	0	1052	108.636748624007	451.40625	445	93.4038
AP3B1_78225454	3	927	107.944795103301	328.96875	319.75	105.2646
AP3B1_78227282	2	1153	130.951372532269	527.4375	552	99.3342
AP3B1_78228070	2	1190	120.475527498591	482.65625	483.25	133.06335
AP3B1_78240779	0	1033	113.112492941307	403.072916666667	414	130.09815
AP3B1_78267437	0	1054	115.293979393536	377.479166666667	384.25	111.56565
AP3B1_78294362	1	1345	150.301549360771	582.052083333333	616.75	119.71995
AP3D1_2101882	2	1301	186.232456691985	740.4375	747.25	172.7229
AP3D1_2108606	2	915	103.396528412544	421.65625	421.5	100.8168
AP3D1_2109026	3	959	106.208078400624	463.09375	472.5	95.25705
AP3D1_2109794	6	1152	127.98114221058	543.885416666667	550	110.82435
AP3D1_2110060	0	951	109.8188708609	449.166666666667	448.75	104.15265
AP3D1_2110616	3	1070	139.177994612644	611.333333333333	626	125.65035
AP3D1_2111188	2	1072	127.565440027312	496.375	499.75	120.46125
AP3D1_2111588	3	1283	155.497206424018	622.291666666667	644.5	142.3296
AP3D1_2112792	3	650	72.3837261548253	286.645833333333	294.25	80.0604
AP3D1_2113254	1	575	53.5829872704266	135.458333333333	123	41.14215
AP3D1_2114034	2	1092	102.520254009974	420.541666666667	434.25	101.18745
AP3D1_2114664	1	1372	149.311218541239	587.979166666667	603.75	152.7078
AP3D1_2115128	4	865	93.4627490554012	420.041666666667	433.75	88.956
AP3D1_2116122	5	949	104.729023865003	428.291666666667	438.75	98.96355
AP3D1_2116514	2	1293	128.745890504546	566.96875	581	103.0407
AP3D1_2117132	2	1189	127.405342678732	525.96875	540.5	123.0558
AP3D1_2118510	4	1439	186.46657733667	755.135416666667	770.25	207.19335
AP3D1_2120771	4	1238	192.229362116131	810.5	828.75	189.7728
AP3D1_2121643	2	911	115.803971609032	447.1875	461.5	113.04825
AP3D1_2123261	6	986	107.530858489469	453.385416666667	467.5	104.89395
AP3D1_2123733	4	799	88.6666375046611	356.8125	359.5	77.0952
AP3D1_2127055	0	1013	122.553060136248	499.135416666667	506.5	122.3145
AP3D1_2129006	1	845	86.4164052825061	346.197916666667	352	78.5778
AP3D1_2129266	1	996	112.809872688017	457.583333333333	468.75	126.39165
AP3D1_2130352	2	979	125.169236057195	455.802083333333	456.25	114.53085
AP3D1_2132404	3	1007	114.202251533493	456.125	454.25	128.61555
AP3D1_2136930	2	865	106.484572101994	407.8125	419.25	126.7623
AP3D1_2137646	1	1202	145.062457507152	554.645833333333	561.75	148.63065
AP3D1_2138546	5	1302	140.698967150685	589.635416666667	606.75	130.09815
AP3D1_2151149	0	1216	76.7499364705076	256.395833333333	267.25	73.01805
APEX2_55008889	0	1385	226.710906212223	542.010416666667	547.75	298.0026
APIP_34916365	0	1005	93.9829658626521	374.25	379.25	89.6973
APOA1_116835517	0	1271	175.943230274016	734.21875	781.75	158.6382
APOA1_116836911	3	1080	109.626262557728	427.885416666667	452.25	116.3841
APOA1_116837255	2	1164	144.416984853529	635.854166666667	645.5	140.1057
APOA2_161222104	1	1067	165.869884866644	649.104166666667	666.5	199.03905
APOA2_161222864	0	802	84.4118569355754	297.072916666667	289.5	96.369
APOA2_161223259	3	1354	104.624213034145	447.614583333333	451.5	77.46585
APOA4_116820576	0	1293	161.982580150346	700.822916666667	699	157.8969
APOA4_116822602	5	868	99.0750256360665	407.71875	414.75	97.1103
APOA4_116823052	1	1036	136.319994302491	554.447916666667	544	157.52625
APOA5_116789837	10	1216	147.393151211093	659.90625	677.75	138.6231
APOA5_116791521	1	1179	118.157958177491	498.822916666667	493.25	110.82435
APOB_21001439	0	1278	151.951834240584	644.958333333333	669.75	133.06335
APOB_21004179	0	1386	150.561431584756	639.25	673.25	124.5384
APOB_21004989	2	1330	147.943017830591	633.041666666667	655	158.6382
APOB_21013069	1	1233	165.003851972553	671.510416666667	675.25	164.5686
APOB_21014357	1	1432	150.800905569454	591.041666666667	609	147.5187
APOB_21014983	4	1004	126.09101006475	551.3125	554	108.60045
APOB_21016349	0	1536	195.626976402225	796.71875	845.75	187.17825
APOB_21018932	2	1049	98.3900675151628	433.28125	438	80.8017
APOB_21019632	2	1252	159.80218787891	663.989583333333	665	152.7078
APOB_21022741	2	1438	182.792427900324	712.864583333333	732.5	192.738
APOB_21023435	3	1095	131.260296792992	528.354166666667	556	94.8864
APOB_21024843	2	1017	106.197369109003	416.208333333333	427	114.9015
APOB_21026697	1	1306	145.225649806438	597	613	129.7275
APOB_21027737	4	1451	190.465652501446	747.822916666667	768	158.6382
APOB_21028237	2	1317	129.779651208916	566.947916666667	560	120.8319
APOB_21029549	0	1266	131.515105447979	553.395833333333	578.5	131.58075
APOB_21032264	0	1139	136.488006627008	570.635416666667	600.5	124.5384
APOB_21033208	4	1640	196.389509465734	799.71875	820.75	219.79545
APOB_21034738	0	1211	121.368321664041	520.583333333333	525.25	105.2646
APOB_21035526	1	1059	118.383465681693	510.0625	501.5	92.29185
APOB_21037010	3	1056	103.218522497296	441.145833333333	440	118.97865
APOB_21037868	3	1133	134.156198244741	536.114583333333	553.25	133.80465
APOB_21040847	0	1562	162.386911003468	686.291666666667	690.25	135.28725
APOB_21042297	3	1041	109.429370984405	433	438	107.11785
APOB_21043411	5	634	71.4106337500841	298.427083333333	307.5	61.5279
APOB_21043773	2	876	116.611101256142	275.25	267.5	132.32205
APOC1_44914199	4	1123	118.878265927499	470.395833333333	485.25	133.434
APOC1_44916137	2	853	98.6215072101272	377.854166666667	400.5	93.03315
APOC1_44919083	0	1232	136.088297890359	528.833333333333	535.25	142.70025
APOC3_116829651	0	924	99.6505396532878	412.3125	411.5	86.7321
APOC3_116830293	1	1081	130.378044153006	550.458333333333	560.75	121.94385
APOC3_116832664	0	1154	161.761017127842	674.71875	667.5	170.86965
APOC4_44941988	0	1098	114.110433554953	461.520833333333	474.25	107.4885
APOC4_44944659	1	1430	131.55633956113	519.6875	509.5	150.11325
APOC4_44945423	1	893	97.9319485962118	386.90625	381.5	108.2298
APOC4-APOC2_44945785	3	1156	137.602547189025	513.416666666667	519.75	152.7078
APOC4-APOC2_44948188	0	1071	130.170045292645	526.1875	546	131.9514
APOC4-APOC2_44949068	0	853	87.6604279054544	336.229166666667	348.25	91.55055
APOD_195568610	0	1029	120.037521837699	436.3125	461	125.2797
APOD_195571200	1	1104	117.623312670196	479.21875	503.25	92.29185
APOD_195573789	3	889	94.0944523202447	370.25	386.5	77.0952
APOD_195579239	7	1300	180.717393054687	711.770833333333	722.75	162.71535
APOD_195583788	1	775	111.115558957222	414.302083333333	416.5	118.608
APOE_44905551	0	624	82.1176497460972	324.572916666667	343	66.34635
APOE_44906335	1	1212	103.372696832165	370.104166666667	374.5	121.20255
APOE_44907670	0	907	124.553243745325	493.260416666667	509.25	134.9166
APOE_44908443	0	1239	161.811672283658	613.4375	657.5	121.94385
APOF_56360934	0	1386	169.791481420949	695.791666666667	701.5	184.5837
APOF_56362639	1	1198	144.38983720696	574.895833333333	586.75	120.8319
APOM_31655666	1	1179	156.096958738735	639.677083333333	643	158.6382
APOM_31656382	0	1383	164.091394365418	687.90625	699.25	157.8969
APOM_31657135	2	1153	111.997074726711	465.03125	472.75	98.96355
APOM_31657973	2	1193	163.464367036918	658.833333333333	684.5	174.9468
ARPC1B_99374491	0	675	109.045176970682	329.979166666667	329.5	127.5036
ARPC1B_99385424	3	1283	172.38236815598	697.5	716	179.76525
ARPC1B_99386616	4	615	65.2783694203861	251.354166666667	250.25	57.0801
ARPC1B_99387948	0	1243	108.758585195484	442.96875	454.75	96.73965
ARPC1B_99389838	0	873	100.773536904528	379.135416666667	394.5	100.0755
ARPC1B_99390803	3	1265	155.195021443508	630.125	649.5	133.434
ARPC1B_99392580	1	1409	170.322502552911	672.020833333333	722.25	127.5036
ARPC1B_99393954	1	815	93.4701988907361	349.135416666667	362.5	94.51575
ARPC1B_99394360	0	1015	86.7137464612999	338.864583333333	345.25	68.57025
ATM_108222897	2	974	162.891976779984	594.458333333333	608.5	182.73045
ATM_108227334	0	1005	100.5236637881	369.90625	365.5	95.25705
ATM_108229088	1	1466	130.598098624604	470.65625	465	121.94385
ATM_108235579	0	1103	115.975885069066	462.65625	474	86.7321
ATM_108243877	0	1317	143.091115642749	499.666666666667	508.5	140.847
ATM_108244697	0	1156	143.183855856777	538.895833333333	549.5	114.9015
ATM_108246874	1	982	98.3306925057099	365.979166666667	364.5	95.25705
ATM_108248843	2	1716	201.054692463772	730.25	712.25	171.9816
ATM_108250625	1	1221	101.966562429668	457.21875	464.5	61.89855
ATM_108251747	2	1062	141.1328642533	542.8125	567.25	134.9166
ATM_108252743	1	1157	133.247170325762	481.572916666667	500	143.44155
ATM_108253723	0	1175	141.633079038811	566.666666666667	587	128.2449
ATM_108256156	0	664	74.5660138771808	247.875	246	70.79415
ATM_108257422	0	757	73.7250228169629	303.3125	310.75	64.4931
ATM_108258909	1	1502	153.533894642447	607.364583333333	626.75	116.75475
ATM_108267080	1	1106	129.322779144564	521.791666666667	537	120.46125
ATM_108268319	2	1019	130.016160598765	537.572916666667	551	135.6579
ATM_108270984	0	878	80.1945765120707	318.927083333333	325	71.53545
ATM_108272448	1	1097	111.218857701878	444.3125	443.75	102.67005
ATM_108279429	1	1105	124.348717776215	491.802083333333	524.5	85.62015
ATM_108280905	0	1079	125.45266928053	453.927083333333	459	116.75475
ATM_108282619	2	985	117.328371239419	406.927083333333	386.75	101.5581
ATM_108284137	0	1227	162.221146447095	596.458333333333	598	160.1208
ATM_108287320	0	768	82.7447583564119	304.833333333333	302.25	79.68975
ATM_108288920	1	1091	119.189616925307	449.177083333333	461	113.4189
ATM_108289512	0	947	96.0288631255806	364	361.75	80.43105
ATM_108292529	0	1020	122.206093726834	497.854166666667	519.5	98.96355
ATM_108293223	0	899	78.0046875012209	267.135416666667	262.25	70.4235
ATM_108294872	1	790	79.5514958503062	325.53125	334.75	63.0105
ATM_108297213	0	1228	131.970136434199	506.927083333333	516.5	116.01345
ATM_108299623	2	1007	95.0913468770241	405.447916666667	410.75	84.87885
ATM_108301557	1	1232	121.069083423444	486.270833333333	502.5	110.82435
ATM_108302763	0	1469	163.139086644838	651.927083333333	677	133.434
ATM_108304585	2	1101	133.299295300686	537.5	560	121.94385
ATM_108307820	2	863	89.1248800144418	361.895833333333	378.25	88.956
ATM_108308990	1	979	98.487927672193	410.270833333333	421	98.22225
ATM_108310070	1	1208	123.910721978675	460.125	461	113.4189
ATM_108312334	0	1065	107.361872644319	400.635416666667	404.25	84.13755
ATM_108315733	3	942	121.17165113227	535.489583333333	550.5	112.30695
ATM_108317283	3	1338	166.478766975622	653.28125	689	130.09815
ATM_108319885	0	1074	112.030339082768	420.78125	420	94.8864
ATM_108321239	0	742	81.6761872073959	331.104166666667	343.75	74.13
ATM_108325219	0	1111	134.252435032132	508.416666666667	522	114.9015
ATM_108325967	1	1262	150.464331188845	577.96875	604.75	126.39165
ATM_108327581	0	918	102.631525630244	384.4375	396.5	88.58535
ATM_108328931	1	1786	202.321065929803	813.510416666667	843.25	147.5187
ATM_108330124	2	1203	142.880194568736	590.875	628.25	115.6428
ATM_108331380	0	1014	103.764033913696	376.5625	389	91.55055
ATM_108331788	0	1188	129.025849229926	508.895833333333	514	107.4885
ATM_108332710	0	913	89.5447354173178	383.96875	392.75	77.46585
ATM_108333806	0	718	78.1532005840121	243.302083333333	234.5	62.2692
ATM_108334878	1	926	95.2070945183772	390.802083333333	407	92.6625
ATM_108335782	0	792	80.6819339634661	354.5	361	65.9757
ATM_108343131	2	1217	151.158749802464	579.604166666667	595	137.51115
ATM_108343931	2	974	105.472152197556	425.552083333333	433	93.4038
ATM_108345653	0	1346	122.789493202625	428.03125	431.75	133.80465
ATM_108347201	1	889	84.4819397167103	343.9375	344.5	70.05285
ATM_108353702	1	1210	131.230381850269	531.541666666667	529	132.6927
ATM_108354721	2	1007	100.194929139925	437.885416666667	446.5	74.13
ATM_108365029	2	1320	140.617965151068	567.802083333333	593.25	124.5384
ATR_142449139	0	870	105.049783453114	437.354166666667	437.25	73.3887
ATR_142453060	1	862	79.1923990001387	338.427083333333	354	80.43105
ATR_142457514	0	1138	115.86340956669	464.260416666667	487.75	108.60045
ATR_142458868	1	1384	115.538190529126	511.28125	526.5	105.63525
ATR_142461850	2	946	88.3332959069237	380.822916666667	384.25	86.7321
ATR_142465007	0	969	99.6784702384523	296.104166666667	285.25	106.0059
ATR_142466233	0	1278	152.977461126104	575.302083333333	608.75	119.3493
ATR_142467881	0	1021	106.855929719937	402.458333333333	406.5	99.70485
ATR_142469247	4	1396	154.661658866715	609.375	645	119.3493
ATR_142470013	2	805	70.7816415473804	303.041666666667	313.25	45.2193
ATR_142485049	0	1497	158.595525725481	651.541666666667	685.25	133.434
ATR_142493041	3	1016	123.976933910482	495.416666666667	513.75	102.2994
ATR_142496270	0	1156	112.062053399252	450.145833333333	483.5	89.6973
ATR_142496922	1	1193	134.53855953837	524.90625	549.5	101.92875
ATR_142498506	6	1273	143.150583052223	591.03125	632	98.5929
ATR_142499551	7	834	90.2414554362645	340.71875	360.75	75.6126
